CaseNumber,Latitude,Longitude
HH283563,41.879633732,-87.736307568
HH284451,41.891835528,-87.712155694
HH285000,41.881665492,-87.754190562
HH285733,41.766122835,-87.649291766
HH285851,41.729333252,-87.606042738
HH287937,41.968768467,-87.678332585
HH294366,41.690729261,-87.626779626
HH296357,41.824549788,-87.697741939
HH296924,41.755633717,-87.644173224
HH300459,41.706006743,-87.554965902
HH301285,41.777831884,-87.716516384
HH301285,41.777831884,-87.716516384
HH301377,41.769983189,-87.637267252
HH303853,41.748656829,-87.595424583
HH305405,41.733226375,-87.588739105
HH306710,41.891801656,-87.715542311
HH307831,41.917484857,-87.721673137
HH308907,41.911148801,-87.738989821
HH312182,41.909352166,-87.767401081
HH314072,41.748132016,-87.657313946
HH314210,41.801372167,-87.633172034
HH315790,41.902344229,-87.746789232
HH316330,41.833438683,-87.648597497
HH316539,41.808918093,-87.604361955
HH316770,41.967706078,-87.661175003
HH316888,41.724483554,-87.627527216
HH320862,41.746196111,-87.552787678
HH321998,41.818114699,-87.609221202
HH322773,41.883028274,-87.761636626
HH326901,41.75740583,-87.64177196
HH326982,41.904728671,-87.757027516
HH327127,41.903726336,-87.64250581
HH332622,41.682333624,-87.559351383
HH333070,41.67175828,-87.661199219
HH333192,41.894452205,-87.711403102
HH335929,41.876059649,-87.68938138
HH337462,41.872848316,-87.69914356
HH339746,41.875848781,-87.730409082
HH344931,41.894044868,-87.746637454
HH346309,41.958010544,-87.652747282
HH346650,41.885384381,-87.629486511
HH347787,41.791579822,-87.659666569
HH347859,41.850330711,-87.627026373
HH348031,41.906364779,-87.7620787
HH348220,41.701188795,-87.626925131
HH348262,41.861954761,-87.66876679
HH350162,41.861473631,-87.728701288
HH352548,41.811551206,-87.665047641
HH353614,41.753567171,-87.564572519
HH354226,41.837662739,-87.637741648
HH356513,41.76613698,-87.570063796
HH356796,41.768125752,-87.646920778
HH358668,41.803391763,-87.646320773
HH358970,41.72809296,-87.653113317
HH361418,41.804618366,-87.625958859
HH364040,41.806139783,-87.663684419
HH365316,41.816501877,-87.689552817
HH365562,41.857987652,-87.65440722
HH367441,41.782213553,-87.684942472
HH367666,41.775119261,-87.647095508
HH367879,41.927417398,-87.678112664
HH372236,41.920019127,-87.717816554
HH372327,41.866023548,-87.664822078
HH374701,41.91074493,-87.701884001
HH377524,41.819556213,-87.619869654
HH379571,41.722969133,-87.606033922
HH381112,41.717965177,-87.565788145
HH381450,41.717611221,-87.600691678
HH381659,41.749880266,-87.663426578
HH383162,41.872681865,-87.742544346
HH383192,41.756025278,-87.611407556
HH384625,41.910844969,-87.727585312
HH385295,41.903110082,-87.759870602
HH385610,41.815010508,-87.745103263
HH386860,41.794264146,-87.648596565
HH387442,41.866092831,-87.660239588
HH388033,41.727138424,-87.571826079
HH391141,41.783814932,-87.5887664
HH394591,41.893330445,-87.66794213
HH396813,41.886102258,-87.773419795
HH396931,41.743952186,-87.606042677
HH397073,41.907737139,-87.751739748
HH398374,41.652858086,-87.610566478
HH398639,41.704608346,-87.646410271
HH399445,41.717270325,-87.601889623
HH399792,41.760451142,-87.657771105
HH400778,41.789804415,-87.670542943
HH403409,41.790420977,-87.623980798
HH410612,41.865147839,-87.661949282
HH410636,41.89131397,-87.754676362
HH411508,42.02117336,-87.673378777
HH413092,41.930953241,-87.67881883
HH414131,41.790531528,-87.654078078
HH417546,41.781756818,-87.607217875
HH418277,41.776164735,-87.591872133
HH418896,41.74973733,-87.624509495
HH419191,41.85014407,-87.627021086
HH421821,41.865132942,-87.662687356
HH424176,41.754526405,-87.557037006
HH424396,41.765294699,-87.604757012
HH425288,41.716531124,-87.562281639
HH426967,41.757562271,-87.586112206
HH427947,41.859461081,-87.661366361
HH428330,41.882837163,-87.702092759
HH428655,41.87968721,-87.731830814
HH430277,41.930988934,-87.67882214
HH430816,41.857796675,-87.653205214
HH432627,41.923743355,-87.719412281
HH433911,41.80940415,-87.615305558
HH435442,41.787288091,-87.629511846
HH435680,41.902732917,-87.719301353
HH435776,41.893183572,-87.744570178
HH435955,41.970251161,-87.654849094
HH439249,41.729373522,-87.563362679
HH440086,41.903700111,-87.644078325
HH440370,41.903684856,-87.645195215
HH440588,41.907117422,-87.689594685
HH440773,42.018249871,-87.707508169
HH440773,42.018249871,-87.707508169
HH442587,41.755409918,-87.551349331
HH442667,41.735396556,-87.647276711
HH447119,41.738691386,-87.696178334
HH447144,41.823526544,-87.703288366
HH447396,41.829868313,-87.613135895
HH449520,41.963665201,-87.70954648
HH450900,41.90651779,-87.773083476
HH453672,41.767792044,-87.679574527
HH454025,41.887836285,-87.753444393
HH454035,41.784899752,-87.606031086
HH454055,41.733576092,-87.66056978
HH456271,41.774118663,-87.611882909
HH458624,41.924404435,-87.733376905
HH458711,41.917523824,-87.69307984
HH459066,41.880907126,-87.7120045
HH460411,41.902957389,-87.693071104
HH460538,41.751391355,-87.595184375
HH460597,41.657812239,-87.543510666
HH460868,41.919378841,-87.713571489
HH461078,41.880421254,-87.751260433
HH461078,41.880421254,-87.751260433
HH462829,41.914741204,-87.70200627
HH462985,41.830270595,-87.685771318
HH462985,41.830273049,-87.685719924
HH470866,41.927273891,-87.704469775
HH470866,41.927273891,-87.704469775
HH472506,41.745980029,-87.663327876
HH474716,41.879748311,-87.726751761
HH474915,41.883175418,-87.674852215
HH476242,41.882169295,-87.770520031
HH476789,41.768640814,-87.620195828
HH476864,41.934719406,-87.705050827
HH476968,41.766289453,-87.656573526
HH477070,41.766442574,-87.660215523
HH477322,41.879117707,-87.737872988
HH477480,41.777476106,-87.633366025
HH478886,41.913104698,-87.759891364
HH479856,41.867084472,-87.754575505
HH481276,41.850820147,-87.732310547
HH481575,41.891396946,-87.744546185
HH482092,41.742686921,-87.653527267
HH483971,41.878606901,-87.685096279
HH485645,41.774217931,-87.590002881
HH485718,41.891554507,-87.772178536
HH485926,41.786511773,-87.687007544
HH485934,41.844200384,-87.728537311
HH486986,41.866762539,-87.725200404
HH487167,41.904192368,-87.647000785
HH487829,41.862846644,-87.715971637
HH490118,41.784900274,-87.629017298
HH490208,41.877529212,-87.688162229
HH490220,41.895423402,-87.754389506
HH492600,41.787445004,-87.68752619
HH494289,41.772422184,-87.60701156
HH494479,41.74828207,-87.6342366
HH494479,41.74828207,-87.6342366
HH497225,41.875963185,-87.697680742
HH497737,41.706736745,-87.659183363
HH499180,41.759867892,-87.590831919
HH499272,42.019366852,-87.669901368
HH500112,41.853957519,-87.679681511
HH500798,41.84292557,-87.665840602
HH500856,41.859072947,-87.706283745
HH501711,41.797169487,-87.641583005
HH503657,41.77254818,-87.706709261
HH503688,41.942086695,-87.734663052
HH505592,41.808195048,-87.699440511
HH505945,41.793413672,-87.631810137
HH506246,41.918006481,-87.71352598
HH506533,41.897792526,-87.71151027
HH507903,42.014648623,-87.674973363
HH508211,41.849852628,-87.695392076
HH508501,41.774681227,-87.682166139
HH508711,41.777142114,-87.647147267
HH509766,41.691343571,-87.650776593
HH510318,41.701284863,-87.626927742
HH510619,41.761244993,-87.582305221
HH510630,41.92041668,-87.783735283
HH513164,41.677294835,-87.646550716
HH517125,41.886766818,-87.745503149
HH521762,41.883601727,-87.736799439
HH522403,41.798754356,-87.65377487
HH524632,41.733127244,-87.552715113
HH524632,41.733127244,-87.552715113
HH524796,41.759329924,-87.641828271
HH525230,41.778730518,-87.684849239
HH527219,41.766978356,-87.582806527
HH528690,41.885444902,-87.70222133
HH529070,41.760719,-87.67220948
HH529226,41.825077005,-87.603598988
HH533977,41.932864085,-87.681382901
HH535540,41.858989606,-87.713681395
HH536070,42.020809541,-87.670721771
HH536360,41.968502536,-87.702387649
HH538222,41.935522153,-87.717983581
HH538545,41.78130315,-87.663539586
HH539590,41.67560714,-87.626198314
HH539837,41.903720634,-87.723898394
HH540148,41.878469137,-87.732951182
HH541332,41.909358447,-87.690883705
HH541423,41.758995448,-87.565812535
HH546846,41.823125769,-87.602725951
HH546846,41.823125769,-87.602725951
HH546996,41.871148736,-87.68716898
HH548761,41.75788828,-87.582238072
HH549795,41.78616651,-87.65102944
HH549811,41.667449568,-87.539015561
HH549854,41.724492467,-87.634824238
HH551686,41.78960286,-87.65111401
HH551970,41.773017577,-87.61265777
HH551995,41.721175221,-87.61533625
HH552989,41.784382992,-87.665553508
HH553164,41.960145388,-87.667699693
HH553599,41.874606771,-87.688683639
HH554235,41.950603731,-87.688366953
HH555020,41.716783626,-87.572164434
HH556297,41.915439687,-87.718455766
HH556368,41.862984112,-87.703885006
HH556724,41.743475199,-87.550981163
HH560470,41.744570869,-87.68705092
HH560690,41.716886185,-87.650971567
HH561047,41.74630892,-87.654837578
HH562697,41.901170711,-87.771693958
HH563069,41.953977294,-87.697387744
HH563363,41.778359684,-87.677535077
HH563384,41.76520163,-87.597045801
HH564930,41.754850152,-87.667193768
HH565645,41.909845362,-87.765578192
HH567609,41.903424752,-87.661985563
HH567771,41.901688561,-87.722613684
HH567855,41.748523421,-87.664169936
HH569190,41.789693689,-87.647471791
HH569890,41.862871696,-87.713489726
HH570080,41.957879064,-87.755979014
HH572150,41.854806406,-87.657553571
HH572200,41.879307455,-87.760612241
HH572406,41.899285277,-87.695972877
HH572637,41.758697832,-87.59365658
HH573763,41.949612343,-87.671364054
HH574203,41.927053251,-87.732973584
HH575108,41.890948116,-87.70641282
HH576533,41.895441878,-87.758065988
HH576930,41.796203389,-87.687768326
HH579186,41.7990319,-87.772256627
HH581113,41.88914092,-87.723464065
HH581311,41.867101912,-87.723475324
HH581365,41.90528152,-87.732641264
HH583285,41.872186102,-87.715602728
HH583559,41.794241476,-87.650320383
HH583903,41.766451393,-87.643199714
HH584953,41.895788523,-87.762088481
HH586005,41.939505116,-87.683807247
HH586727,41.870094592,-87.73892969
HH588145,41.933053899,-87.700098398
HH593305,41.744042177,-87.599478862
HH594303,41.679038406,-87.637124349
HH597358,41.87448398,-87.718334431
HH601174,41.789462555,-87.660829146
HH601181,41.773880333,-87.674541574
HH602080,41.79037523,-87.617490782
HH603457,41.97294747,-87.722043736
HH607466,41.961072112,-87.717715752
HH607489,41.68817534,-87.613243011
HH609520,41.747883905,-87.730592841
HH609705,41.767831215,-87.715923041
HH609795,41.839292845,-87.625169769
HH610681,41.801255138,-87.650198227
HH611379,41.799608153,-87.656619157
HH611790,41.874503125,-87.764650028
HH613917,41.785695591,-87.670434929
HH614198,41.815912705,-87.743367178
HH615734,41.709751877,-87.650204674
HH615807,41.746777845,-87.606322266
HH616094,41.7367537,-87.544456732
HH616299,41.953926868,-87.70718566
HH617348,41.854314622,-87.721075101
HH617449,41.924671469,-87.759857617
HH617664,41.897995943,-87.6609258
HH617694,41.777004548,-87.669032293
HH617740,41.864266513,-87.730642732
HH618137,41.879279292,-87.762672513
HH618363,41.807147543,-87.613859922
HH618369,41.919378398,-87.75232483
HH619321,41.891785235,-87.756710494
HH620022,41.850622191,-87.622229624
HH621385,41.786353153,-87.651034795
HH621520,41.769606111,-87.670014078
HH621797,41.755905259,-87.591702219
HH621996,41.843726168,-87.720871448
HH624520,41.954827095,-87.711753943
HH626608,41.968930428,-87.748473361
HH627286,41.873635421,-87.710081187
HH630073,41.965488685,-87.65092848
HH631519,41.898421553,-87.770689566
HH631714,41.892335357,-87.741852752
HH631717,41.884392612,-87.69258078
HH633180,41.903684856,-87.645195215
HH633400,41.915720462,-87.732616867
HH635313,41.824547594,-87.633176413
HH637210,41.670639213,-87.539518051
HH638914,41.941867914,-87.718705481
HH639739,41.940378045,-87.686771907
HH640653,41.785161229,-87.620603115
HH641312,41.766128517,-87.57085566
HH641455,41.994322796,-87.716541971
HH641455,41.994322796,-87.716541971
HH642046,42.006597588,-87.67122617
HH643826,41.791058882,-87.623291703
HH644308,41.771109757,-87.617840659
HH644925,41.722639867,-87.655412657
HH646452,41.750333637,-87.602731072
HH646871,41.840009037,-87.713449858
HH648843,41.808506601,-87.612648949
HH648843,41.808506601,-87.612648949
HH648847,41.679052044,-87.626321671
HH650325,41.880250961,-87.723210771
HH653019,41.904192368,-87.647000785
HH653536,41.722931724,-87.610543647
HH655203,41.825120341,-87.617023154
HH655371,41.908570443,-87.751012133
HH657380,41.784459849,-87.665556377
HH657531,41.760600983,-87.58496638
HH660094,41.841855999,-87.628741678
HH661531,41.817196299,-87.632376054
HH661758,41.880298781,-87.760742929
HH662108,41.782640368,-87.636444736
HH662108,41.782640368,-87.636444736
HH664290,41.853730781,-87.696968596
HH664722,41.883111246,-87.747067993
HH665724,41.804336273,-87.644110028
HH668336,41.771621992,-87.668860547
HH669871,41.77805157,-87.70189321
HH670534,41.751243434,-87.557732549
HH670599,41.851467867,-87.730230676
HH670629,41.74317925,-87.600148257
HH674795,41.86173298,-87.720163668
HH676771,41.892389506,-87.767855685
HH678223,41.940868498,-87.680816194
HH679276,41.896592139,-87.770892949
HH679277,41.861615644,-87.717723549
HH679364,41.880224549,-87.688248952
HH679636,41.878523519,-87.750972878
HH681321,41.847243062,-87.703888855
HH681352,42.017915454,-87.67951392
HH681465,41.893971467,-87.754343852
HH683692,41.791093755,-87.696165706
HH683857,41.779878003,-87.704163107
HH686243,41.881120698,-87.7648888
HH688136,41.791562181,-87.775688115
HH688494,41.752530636,-87.585485249
HH689973,41.792987089,-87.66332628
HH690739,41.797856683,-87.676848576
HH695216,41.766407813,-87.631026734
HH695333,41.935226302,-87.709941292
HH695334,41.707760141,-87.53770286
HH695437,41.858195058,-87.704827656
HH699388,41.905212543,-87.761045687
HH700881,41.735353297,-87.635083943
HH701574,41.966770867,-87.690502072
HH701910,41.901708207,-87.729963837
HH702084,41.890719081,-87.705177359
HH702287,41.907050205,-87.663450096
HH703983,41.905255019,-87.734397463
HH706077,41.750224137,-87.608841323
HH706227,41.848900274,-87.692909399
HH706343,41.762401133,-87.587481894
HH708631,41.931801344,-87.726299253
HH710656,41.732906506,-87.610853154
HH711466,41.909447071,-87.759979208
HH714783,41.733915138,-87.645984517
HH718358,41.803265661,-87.655583058
HH721225,41.890564371,-87.722278936
HH723696,41.900900778,-87.631358477
HH725105,41.77501571,-87.634921536
HH725850,41.78106065,-87.685375727
HH726010,41.850379066,-87.623740846
HH726148,41.890932833,-87.707635983
HH729823,41.880783054,-87.773245905
HH730148,41.878308924,-87.699559587
HH730152,41.765730859,-87.681952409
HH731557,41.983526564,-87.773177568
HH736360,41.72852756,-87.662150113
HH738687,41.933209612,-87.679409509
HH738763,41.816039143,-87.626258734
HH738888,41.898134191,-87.748330069
HH738935,41.824437372,-87.703239078
HH738977,41.853579859,-87.685679404
HH738998,42.020537666,-87.666422486
HH739327,41.763716858,-87.584713912
HH740602,41.903563633,-87.727419042
HH740642,41.922479877,-87.775670361
HH741151,41.899767079,-87.737137548
HH741242,41.924321146,-87.774518865
HH742802,41.988198299,-87.655327998
HH744832,41.870063174,-87.704182713
HH745761,41.859036094,-87.709595247
HH747049,41.841984337,-87.722047751
HH747239,41.676831017,-87.622623244
HH749091,41.698986834,-87.619654997
HH749335,41.77324937,-87.687144372
HH750870,41.936453167,-87.714034682
HH751632,41.751492287,-87.586596725
HH755009,41.65280258,-87.603519586
HH755514,41.902816636,-87.708368526
HH759900,41.871992222,-87.694213682
HH760200,41.776726654,-87.694551831
HH761116,41.901151299,-87.754521432
HH761664,41.899738489,-87.717677093
HH761925,41.759294306,-87.62963456
HH765314,41.765308559,-87.604778849
HH765859,41.737473154,-87.610871587
HH767627,41.753237212,-87.728343847
HH767760,41.823267057,-87.699519339
HH769051,41.704532517,-87.61735248
HH769051,41.704532517,-87.61735248
HH770139,41.889981557,-87.714399288
HH771665,41.874503172,-87.745046411
HH771900,41.90896722,-87.687184491
HH774871,41.909818749,-87.731261465
HH777608,41.933723218,-87.718221383
HH779117,41.742062096,-87.567304026
HH781327,41.692576964,-87.623786349
HH783159,41.78928109,-87.692454415
HH784669,41.775808788,-87.665847763
HH785166,41.859836913,-87.70296877
HH785728,41.786332372,-87.638865131
HH786318,41.748850067,-87.682819361
HH786759,41.716067058,-87.569224393
HH786759,41.716067058,-87.569224393
HH788124,41.824346417,-87.708189324
HH788288,41.896303444,-87.722440939
HH789301,41.859590836,-87.732316528
HH790119,41.79125739,-87.68762727
HH794107,41.751013472,-87.620966331
HH794486,41.745815403,-87.603419909
HH797840,41.945085218,-87.776473233
HH798189,41.820366037,-87.608080562
HH798371,41.850517353,-87.627031661
HH799714,41.758390534,-87.616175048
HH806119,41.876961512,-87.681422636
HH807596,41.888934476,-87.756266038
HH811146,41.794774411,-87.680624259
HH811293,41.764803369,-87.674267887
HH814491,41.892026096,-87.755492637
HH814559,41.853804341,-87.691939161
HH815599,41.748674558,-87.599048654
